Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
98	NCT02490267	Quality of Life in Children Glaucoma and Cataract	Recruiting	No Results Available	Paediatrics With Cataracts|Paediatrics With Glaucoma	Other: Quality of Life questionnaire	Moorfields Eye Hospital NHS Foundation Trust	Both	Child		200	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	DALA1020	June 25, 2015	June 2014	July 2015	July 7, 2015	June 2015	No Study Results Posted	null	July 2015	Incidence of babies requiring treatment for retinopathy of prematurity in the UK.|Demographic characteristics of babies that need treatment,|Outcome of the treatment at 1 year follow up: anatomical and functional|Type of treatment administered	https://ClinicalTrials.gov/show/NCT02490267
99	NCT02173223	A Study to Assess the Effect of Rho-Kinase Inhibitor AR-12286 Ophthalmic Solution 0.5% and 0.7% in Patients With Uncontrolled Advanced Glaucoma With Prior Failed Trabeculectomy or Tube Shunt	Active, not recruiting	No Results Available	Advanced Glaucoma	Drug: Rho-Kinase Inhibitor	New York Glaucoma Research Institute	Both	Adult|Senior	Phase 2	10	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	14.14	June 17, 2014	June 2014	null	April 23, 2015	April 2015	No Study Results Posted	null	February 2015	Effect of study drug to reduce IOP|IOP Reduction	https://ClinicalTrials.gov/show/NCT02173223
100	NCT02272569	STARflo European Safety and Efficacy Study	Recruiting	No Results Available	Open Angle Glaucoma	Device: STARflo Glaucoma Implant	iSTAR Medical	Both	Adult|Senior		50	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	ISM01	October 21, 2014	September 2014	null	October 22, 2014	October 2014	No Study Results Posted	null	July 2016	Absolute reduction in IOP (mmHg) vs. baseline|Relative reduction in IOP (%) vs. baseline|Reduction in IOP lowering medications|Rate of adverse events	https://ClinicalTrials.gov/show/NCT02272569
101	NCT02207621	A Double-masked Study of AR-13324 in Patients With Glaucoma and Ocular Hypertension	Active, not recruiting	No Results Available	Ocular Hypertension|Open-angle Glaucoma	Drug: AR-13324 Ophthalmic Solution, 0.02%|Drug: Timolol maleate Ophthalmic Solution, 0.5%	Aerie Pharmaceuticals	Both	Child|Adult|Senior	Phase 3	690	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	AR-13324-CS302	July 31, 2014	July 2014	June 2016	September 22, 2015	September 2015	No Study Results Posted	Rocket-2	August 2015	IOP|Ocular safety	https://ClinicalTrials.gov/show/NCT02207621
102	NCT02207491	Double-masked Study of AR-13324 Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension	Completed	No Results Available	Ocular Hypertension|Open-angle Glaucoma	Drug: Timolol maleate Ophthalmic Solution, 0.5%|Drug: AR-13324 Ophthalmic Solution, 0.02%	Aerie Pharmaceuticals	Both	Child|Adult|Senior	Phase 3	411	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	AR-13324-CS301	July 31, 2014	July 2014	March 2015	July 9, 2015	July 2015	No Study Results Posted	Rocket-1	March 2015	IOP|Ocular safety	https://ClinicalTrials.gov/show/NCT02207491
103	NCT02179008	Multi-center Phase II Study Assessing the Safety and Efficacy of DE-117 Ophthalmic Solution in Subjects With Primary Open-angle Glaucoma or Ocular Hypertension	Completed	No Results Available	Open-angle Glaucoma|Ocular Hypertension	Drug: DE-117 Low Dose ophthalmic solution|Drug: DE-117 Low/Middle Dose ophthalmic solution|Drug: DE-117 Middle Dose ophthalmic solution|Drug: DE-117 Middle/High Dose ophthalmic solution|Drug: DE-117 High Dose ophthalmic solution|Drug: latanoprost ophthalmic solution 0.005%	Santen Inc.	Both	Adult|Senior	Phase 2	184	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	33-003	June 26, 2014	June 2014	January 2015	March 4, 2015	March 2015	No Study Results Posted	SEE-1	January 2015	Intraocular pressure (mmHg)|Number of Subjects with Adverse Events as a Measure of Safety and Tolerability	https://ClinicalTrials.gov/show/NCT02179008
104	NCT01978600	Evaluation of Intraocular Pressure Using Simbrinza™ in Patients With Open-Angle Glaucoma or Ocular Hypertension	Completed	Has Results	Open-Angle Glaucoma|Ocular Hypertension	Drug: Brinzolamide 1%/Brimonidine 0.2% ophthalmic suspension|Drug: Timolol Maleate 0.5%	Alcon Research	Both	Adult|Senior	Phase 4	89	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	M-13-037	October 30, 2013	October 2013	March 2014	March 31, 2015	March 2015	March 31, 2015	null	March 2014	Mean Nocturnal IOP at Week 4|Mean Diurnal IOP at Week 4|Mean 24-hour IOP at Week 4	https://ClinicalTrials.gov/show/NCT01978600
105	NCT02177123	Post Market Study of the InnFocus MicroShunt	Recruiting	No Results Available	Primary Open Angle Glaucoma	Device: InnFocus MicroShunt implantation	InnFocus Inc.	Both	Adult|Senior	Phase 4	100	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	INN-007	June 26, 2014	May 2014	June 2017	May 4, 2015	August 2014	No Study Results Posted	null	June 2017	Intraocular pressure reduction|Glaucoma medication usage	https://ClinicalTrials.gov/show/NCT02177123
106	NCT02547740	Macular Damage in Glaucoma	Not yet recruiting	No Results Available	Glaucoma		Columbia University|National Eye Institute (NEI)	Both	Adult|Senior		375	Other|NIH	Observational	Observational Model: Case Control|Time Perspective: Prospective	AAAO8502|1R01EY025253-01	September 10, 2015	October 2015	December 2020	September 10, 2015	September 2015	No Study Results Posted	null	December 2020	Change in 10-2 visual field|Change in macular ganglion cell thickness	https://ClinicalTrials.gov/show/NCT02547740
107	NCT02114073	Comparison of Effect of Postoperative Cyclosporine A 2% Ophthalmic Emulsion and Betamethasone Eye Drop on Surgical Success of Trabeculectomy Procedure	Completed	No Results Available	Glaucoma, Open Angle	Drug: Cyclosporine|Drug: Betamethasone	Mashhad University of Medical Sciences	Both	Adult|Senior	Phase 2	40	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	MUMS-911251|IRCT138706111154N1	April 6, 2014	April 2014	February 2015	April 17, 2015	April 2015	No Study Results Posted	BCATS	November 2014	Intraocular Pressure (IOP)|Bleb morphology|Subjective dry eye symptoms|Surgical success rate|Complications|Visual acuity	https://ClinicalTrials.gov/show/NCT02114073
108	NCT01788319	Micropulse Laser Trabeculoplasty (532nm) Versus Conventional Laser Trabeculoplasty (532nm)	Completed	No Results Available	Open Angle Glaucoma	Procedure: lasertrabeculoplasty	Universitaire Ziekenhuizen Leuven	Both	Adult|Senior		30	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	S55194	February 1, 2013	February 2013	June 2015	June 22, 2015	February 2013	No Study Results Posted	null	December 2014	to compare the intraocular pressure reduction with the micropulse laser trabeculoplasty (532nm) versus the conventional laser trabeculoplasty (532nm)|Secondary the complication rate between the two techniques will be compared	https://ClinicalTrials.gov/show/NCT01788319
109	NCT02199158	Short-term Outcomes of Iridoplasty for Persistent Angle Closure Despite Patent Iridotomies	Completed	No Results Available	Angle Closure Glaucoma|Glaucoma	Procedure: Argon Laser Peripheral Iridoplasty	Instituto de Oftalmología Fundación Conde de Valenciana	Both	Adult|Senior		10	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	iridoplastiaeca	July 14, 2014	July 2012	January 2013	July 22, 2014	July 2014	No Study Results Posted	ALPIECA	November 2012	Angle Aperture|Complications	https://ClinicalTrials.gov/show/NCT02199158
110	NCT02047630	Efficacy of the Brand-name Latanoprost and One of Its Generic Version in Primary Open Angle Glaucoma and Ocular Hypertension	Recruiting	No Results Available	Primary Open Angle Glaucoma|Ocular Hypertension	Drug: Generic latanoprost|Drug: Brand-name latanoprost	Centre Hospitalier Universitaire de Québec, CHU de Québec	Both	Adult|Senior	Phase 4	60	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	C13-11-1242	January 19, 2014	January 2014	null	August 21, 2014	August 2014	No Study Results Posted	null	June 2016	Change in Intraocular Pressure (IOP)|Change in Conjunctival hyperemia|Change in corneal staining|Change in TSS-IOP (Treatment Satisfaction Survey for IntraOcular Pressure)	https://ClinicalTrials.gov/show/NCT02047630
111	NCT01923714	Impact of a Tolerability Switch to Dorzolamide/Timolol Preservative-free Fixed Combination on Ocular Surface Symptoms	Completed	No Results Available	Open Angle Glaucoma		Universitaire Ziekenhuizen Leuven	Both	Adult|Senior		103	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	S-53534	August 13, 2013	August 2011	October 2012	August 13, 2013	December 2012	No Study Results Posted	null	October 2012	Change in Glaucoma Symptom Scale questionnaire|Change in Functional-related items of the Glaucoma Symptom Scale|Change in Symptom-related items of the Glaucoma Symptom Scale	https://ClinicalTrials.gov/show/NCT01923714
112	NCT02246764	Double-masked Study of AR-13324 Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension (Rocket-3)	Recruiting	No Results Available	Ocular Hypertension.|Glaucoma	Drug: AR-13324 Ophthalmic Solution, 0.02%, q.d.|Drug: AR-13324 Ophthalmic Solution, 0.02%, b.i.d.|Drug: Timolol maleate Ophthalmic Solution, 0.5%, b.i.d.	Aerie Pharmaceuticals	Both	Adult|Senior	Phase 3	240	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	AR-13324-CS303	September 16, 2014	September 2014	May 2016	July 9, 2015	July 2015	No Study Results Posted	Rocket-3	May 2016	Adverse events|Visual acuity|Evaluation of anterior and posterior segment	https://ClinicalTrials.gov/show/NCT02246764
113	NCT02434250	Selective Laser Trabeculoplasty After Failed Phacoemulsification With Eximer Laser Trabeculectomy	Not yet recruiting	No Results Available	Open Angle Glaucoma|Ocular Hypertension|Cataract	Procedure: Selective Laser Trabeculoplasty	University of Zurich	Both	Adult|Senior		800	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	SLT after Phaco-ELT	January 29, 2015	May 2015	December 2016	April 29, 2015	April 2015	No Study Results Posted	SLT	December 2016	Efficacy as measured by decrease in intraocular pressure from baseline|Efficacy as measured by decrease in number of used hypotensive medications|Efficacy as increase in best corrected visual acuity	https://ClinicalTrials.gov/show/NCT02434250
114	NCT02300818	Effects of Magnetic Therapy and Seawater Combined in Decreasing Intraocular Presion.	Recruiting	No Results Available	Primary Open Angle Glaucoma|Hypertension Ocular	Device: Pulsed Electromagnetic Field Therapy|Drug: Seawater eyedrops	American Society Of Thermalism And Climatology Inc	Both	Adult|Senior	Phase 1|Phase 2	100	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	20141110	November 14, 2014	November 2014	December 2016	June 22, 2015	June 2015	No Study Results Posted	GME	April 2016	Intro-ocular pression after magnetic field exposition	https://ClinicalTrials.gov/show/NCT02300818
115	NCT01887873	Safety of Hyaluronan Thiomer i.o. Implant During Combined Phacoemulsification - Non Penetrating Deep Sclerectomy	Recruiting	No Results Available	Open Angle Glaucoma|Cataract	Device: Hyaluronan Thiomer i.o. implant	Croma-Pharma GmbH	Both	Adult|Senior	Phase 1	16	Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	OPHT150611	June 11, 2013	July 2012	null	July 29, 2014	June 2013	No Study Results Posted	null	October 2014	Safety|Efficacy	https://ClinicalTrials.gov/show/NCT01887873
116	NCT02006693	Evaluation of the XEN Implant in Moderate POAG Subjects	Active, not recruiting	No Results Available	Primary Open Angle Glaucoma	Device: XEN Gel Stent|Device: XEN Gel Stent with cataract surgery	AqueSys, Inc.	Both	Adult|Senior	Phase 4	200	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	MS-001	December 2, 2013	January 2014	March 2017	January 12, 2015	January 2015	No Study Results Posted	null	February 2017	The number of IOP lowering medications compared to the number of preoperative IOP lowering medications.|Comparing the intraocular pressure to the preoperative medicated intraocular pressure.	https://ClinicalTrials.gov/show/NCT02006693
